event_id,event_date,city,side,channel,pilot_group,event_type,requests,completed_trips,cancelled_trips,response_time_min,success_rate_pct,adoption_rate_pct,revenue_inr,cost_inr,satisfaction_score
EVT-00648,2025-06-05,Kolkata,Rider,Web,Control,Trip Cancelled,19.0,10.0,9.0,6.75,52.63,81.05,1778.24,1277.72,2.7
EVT-00560,2025-06-05,Chennai,Driver,Web,Control,Driver Online,24.0,5.0,19.0,5.74,20.83,40.83,571.6,256.94,5.0
EVT-00248,2025-06-06,Delhi,Rider,Web,Control,Trip Completed,23.0,11.0,12.0,2.45,47.83,95.34,4405.79,3271.72,5.0
EVT-00046,2025-06-06,Pune,Driver,Partner,Control,Rider Request,5.0,0.0,5.0,8.4,0.0,93.76,0.0,3450.0,2.6
EVT-00317,2025-06-07,Delhi,Driver,Partner,Control,Driver Online,7.0,7.0,0.0,15.74,100.0,90.82,1028.04,738.87,3.2
EVT-00476,2025-06-07,Hyderabad,Rider,Web,Control,Rider Request,12.0,6.0,6.0,2.0,50.0,80.79,2262.99,1041.78,2.9
EVT-00117,2025-06-07,Delhi,Rider,Web,Pilot,Trip Completed,26.0,13.0,13.0,12.94,50.0,86.75,1222.03,837.33,4.9
EVT-00405,2025-06-07,Pune,Rider,Web,Control,Trip Completed,23.0,12.0,11.0,5.21,52.17,39.36,4336.19,2069.53,3.7
EVT-00386,2025-06-07,Hyderabad,Rider,App,Pilot,Rider Request,23.0,9.0,14.0,13.55,39.13,43.53,1324.78,583.25,3.2
EVT-00607,2025-06-07,Kolkata,Rider,Partner,Pilot,Trip Completed,1.0,0.0,1.0,5.91,0.0,50.41,0.0,0.0,3.7
EVT-00341,2025-06-07,Bengaluru,Driver,App,Pilot,Driver Online,22.0,20.0,2.0,13.63,90.91,68.48,3558.03,2122.04,3.2
EVT-00168,2025-06-07,Hyderabad,Rider,Partner,Control,Driver Online,32.0,29.0,3.0,15.71,90.62,88.33,11380.62,5418.55,4.4
EVT-00620,2025-06-07,Delhi,Driver,Partner,Control,Trip Completed,6.0,5.0,1.0,15.61,83.33,62.21,1056.37,734.08,4.0
EVT-00362,2025-06-07,Kolkata,Driver,Web,Control,Trip Completed,29.0,2.0,27.0,9.49,6.9,78.71,535.88,245.5,3.0
EVT-00107,2025-06-07,Kolkata,Driver,App,Control,Trip Completed,15.0,13.0,2.0,13.94,86.67,84.69,1807.99,1329.64,4.9
EVT-00475,2025-06-08,Kolkata,Driver,Partner,Pilot,Rider Request,26.0,15.0,11.0,10.35,57.69,80.19,3462.17,2837.04,3.2
EVT-00545,2025-06-08,Pune,Driver,Web,Control,Trip Cancelled,20.0,15.0,5.0,2.98,75.0,61.33,5551.75,4319.69,2.7
EVT-00542,2025-06-08,Delhi,Rider,Web,Pilot,Rider Request,31.0,10.0,21.0,3.86,32.26,35.88,2727.32,2225.86,4.2
EVT-00467,2025-06-09,Bengaluru,Rider,Partner,Pilot,Driver Online,1.0,1.0,0.0,5.23,100.0,73.85,93.71,48.08,3.7
EVT-00258,2025-06-09,Delhi,Rider,Partner,Pilot,Trip Completed,30.0,2.0,28.0,2.45,6.67,63.0,347.37,229.62,5.0
EVT-00144,2025-06-09,Bengaluru,Driver,App,Pilot,Trip Cancelled,25.0,1.0,24.0,6.03,4.0,72.61,309.79,177.0,3.6
EVT-00307,2025-06-10,Hyderabad,Driver,App,Pilot,Trip Completed,21.0,2.0,19.0,15.1,9.52,74.69,743.52,551.61,3.6
EVT-00528,2025-06-11,Pune,Driver,Partner,Pilot,Trip Cancelled,3.0,0.0,3.0,2.07,0.0,75.0,0.0,0.0,3.5
EVT-00489,2025-06-11,Kolkata,Driver,Web,Pilot,Trip Completed,9.0,8.0,1.0,5.53,88.89,95.9,3246.14,1538.07,3.4
EVT-00207,2025-06-11,Bengaluru,Rider,App,Pilot,Trip Cancelled,6.0,5.0,1.0,5.7,83.33,57.8,1203.24,448.6,2.9
EVT-00112,2025-06-11,Pune,Rider,App,Control,Trip Completed,15.0,11.0,4.0,9.31,73.33,96.0,1573.87,1234.4,4.4
EVT-00215,2025-06-12,Bengaluru,Rider,Partner,Control,Trip Completed,21.0,16.0,5.0,5.06,76.19,64.4,5722.97,2195.86,3.5
EVT-00350,2025-06-12,Delhi,Rider,Partner,Pilot,Driver Online,24.0,16.0,8.0,16.34,66.67,95.62,3695.99,2679.65,3.8
EVT-00271,2025-06-12,Chennai,Driver,App,Control,Trip Completed,4.0,2.0,2.0,9.77,50.0,79.49,523.32,324.65,3.6
EVT-00263,2025-06-13,Mumbai,Rider,Web,Control,Trip Cancelled,23.0,20.0,3.0,6.16,86.96,61.79,1855.48,768.05,4.4
EVT-00146,2025-06-13,Bengaluru,Rider,App,Pilot,Trip Completed,4.0,4.0,0.0,10.06,100.0,39.26,1408.48,657.56,3.9
EVT-00463,2025-06-13,Delhi,Rider,App,Control,Trip Completed,19.0,17.0,2.0,9.02,89.47,65.37,5739.95,2818.08,3.3
EVT-00285,2025-06-13,Bengaluru,Rider,App,Control,Trip Completed,1.0,0.0,1.0,13.68,0.0,67.85,0.0,0.0,4.8
EVT-00337,2025-06-13,Mumbai,Rider,Web,Control,Driver Online,19.0,2.0,17.0,3.85,10.53,54.73,737.68,291.01,5.0
EVT-00158,2025-06-13,Hyderabad,Driver,Partner,Control,Driver Online,7.0,2.0,5.0,8.33,28.57,87.13,658.86,484.03,2.5
EVT-00507,2025-06-13,Chennai,Rider,App,Pilot,Rider Request,3.0,1.0,2.0,12.42,33.33,86.46,334.85,234.32,3.3
EVT-00609,2025-06-14,Pune,Rider,Web,Control,Trip Completed,33.0,1.0,32.0,14.82,3.03,63.96,156.02,127.43,3.4
EVT-00222,2025-06-14,Delhi,Rider,App,Pilot,Driver Online,23.0,18.0,5.0,7.38,78.26,87.09,5779.16,2534.66,3.8
EVT-00363,2025-06-14,Bengaluru,Rider,App,Pilot,Trip Completed,2.0,1.0,1.0,3.57,50.0,45.79,361.3,232.11,3.3
EVT-00327,2025-06-15,Hyderabad,Rider,Web,Control,Trip Cancelled,34.0,15.0,19.0,6.21,44.12,93.41,6146.63,3906.98,2.9
EVT-00043,2025-06-15,Pune,Driver,Web,Pilot,Rider Request,21.0,15.0,6.0,10.21,71.43,97.56,1576.36,988.26,4.9
EVT-00313,2025-06-15,Delhi,Driver,Partner,Control,Driver Online,27.0,22.0,5.0,15.75,81.48,41.93,8679.35,5778.9,2.6
EVT-00078,2025-06-15,Bengaluru,Rider,App,Pilot,Trip Completed,3.0,3.0,0.0,5.99,100.0,91.54,777.11,583.12,4.9
EVT-00294,2025-06-16,Kolkata,Rider,Web,Pilot,Trip Completed,28.0,23.0,5.0,11.67,82.14,70.08,5091.36,2873.93,3.9
EVT-00380,2025-06-16,Hyderabad,Rider,Web,Control,Trip Completed,13.0,12.0,1.0,1.92,92.31,52.93,2767.58,1822.6,4.6
EVT-00485,2025-06-16,Mumbai,Rider,Web,Pilot,Trip Cancelled,4.0,0.0,4.0,15.58,0.0,66.39,0.0,0.0,3.9
EVT-00190,2025-06-16,Hyderabad,Rider,App,Pilot,Trip Completed,5.0,2.0,3.0,4.73,40.0,46.76,223.94,118.32,4.4
EVT-00468,2025-06-17,Pune,Rider,Partner,Pilot,Driver Online,4.0,4.0,0.0,6.75,100.0,35.55,839.7,420.61,2.6
EVT-00287,2025-06-17,Hyderabad,Driver,Partner,Control,Trip Completed,34.0,21.0,13.0,14.45,61.76,72.73,3115.84,2010.08,3.5
EVT-00451,2025-06-17,Mumbai,Driver,App,Pilot,Trip Completed,17.0,15.0,2.0,10.59,88.24,44.65,4913.39,3194.32,4.3
EVT-00094,2025-06-17,Mumbai,Rider,Partner,Pilot,Trip Completed,4.0,4.0,0.0,12.42,100.0,81.48,1027.43,578.86,4.7
EVT-00547,2025-06-18,Mumbai,Driver,Web,Pilot,Rider Request,26.0,4.0,22.0,3.6,15.38,61.94,538.77,377.23,4.4
EVT-00145,2025-06-18,Delhi,Rider,Partner,Pilot,Driver Online,4.0,1.0,3.0,7.06,25.0,92.05,342.69,165.33,4.1
EVT-00625,2025-06-19,Mumbai,Driver,Web,Pilot,Trip Completed,19.0,7.0,12.0,2.12,36.84,75.53,1184.77,445.68,3.1
EVT-00456,2025-06-19,Pune,Driver,Web,Control,Rider Request,18.0,4.0,14.0,3.55,22.22,42.65,1300.74,574.79,3.3
EVT-00430,2025-06-19,Delhi,Rider,Web,Control,Trip Completed,34.0,3.0,31.0,17.82,8.82,65.44,1246.63,906.65,3.1
EVT-00391,2025-06-19,Delhi,Driver,App,Control,Trip Cancelled,9.0,5.0,4.0,2.92,55.56,86.31,876.57,364.73,3.6
EVT-00297,2025-06-20,Delhi,Rider,App,Pilot,Rider Request,32.0,25.0,7.0,5.68,78.12,35.63,8149.27,5034.85,4.6
EVT-00138,2025-06-20,Pune,Rider,Partner,Pilot,Rider Request,15.0,8.0,7.0,12.3,53.33,58.94,1176.26,693.51,3.0
EVT-00075,2025-06-20,Bengaluru,Driver,Partner,Pilot,Trip Completed,7.0,3.0,4.0,8.41,42.86,92.64,609.64,390.35,4.1
EVT-00627,2025-06-21,Chennai,Rider,Web,Control,Trip Completed,21.0,19.0,2.0,10.84,90.48,73.78,1775.54,979.24,4.1
EVT-00632,2025-06-21,Bengaluru,Rider,Partner,Pilot,Trip Completed,24.0,24.0,0.0,12.59,100.0,67.05,7804.36,4107.79,3.3
EVT-00421,2025-06-21,Kolkata,Rider,Partner,Control,Trip Cancelled,17.0,2.0,15.0,14.59,11.76,96.82,794.09,648.72,3.5
EVT-00013,2025-06-21,Kolkata,Rider,Web,Pilot,Trip Cancelled,12.0,6.0,6.0,9.7,50.0,53.96,1061.07,390.94,4.0
EVT-00643,2025-06-21,Mumbai,Rider,App,Control,Trip Completed,6.0,3.0,3.0,4.82,50.0,95.42,865.67,416.25,2.7
EVT-00083,2025-06-21,Bengaluru,Driver,Web,Control,Trip Completed,10.0,7.0,3.0,17.76,70.0,64.68,993.41,588.49,3.8
EVT-00385,2025-06-22,Kolkata,Driver,Partner,Control,Trip Completed,29.0,18.0,11.0,2.77,62.07,45.46,1813.96,1087.74,2.8
EVT-00404,2025-06-22,Chennai,Driver,Partner,Control,Rider Request,21.0,8.0,13.0,4.94,38.1,57.39,2460.28,1456.24,3.5
EVT-00042,2025-06-22,Pune,Driver,Web,Pilot,Trip Completed,1.0,0.0,1.0,11.13,0.0,95.62,0.0,0.0,4.7
EVT-00155,2025-06-22,Hyderabad,Driver,App,Control,Rider Request,29.0,27.0,2.0,15.55,93.1,35.02,2322.37,1512.51,3.4
EVT-00040,2025-06-23,Pune,Driver,Web,Pilot,Rider Request,2.0,0.0,2.0,9.97,0.0,49.69,0.0,0.0,4.7
EVT-00212,2025-06-24,Kolkata,Rider,Partner,Control,Trip Completed,4.0,0.0,4.0,9.03,0.0,58.25,0.0,0.0,4.4
EVT-00563,2025-06-24,Mumbai,Rider,App,Control,Driver Online,28.0,6.0,22.0,7.55,21.43,41.67,1761.54,723.44,5.0
EVT-00009,2025-06-24,Chennai,Rider,App,Control,Trip Completed,14.0,6.0,8.0,2.17,42.86,79.77,706.22,402.31,3.0
EVT-00202,2025-06-24,Hyderabad,Driver,Web,Pilot,Trip Completed,17.0,8.0,9.0,1.7,47.06,64.53,1459.44,947.44,3.2
EVT-00184,2025-06-25,Kolkata,Rider,Web,Control,Driver Online,14.0,8.0,6.0,9.66,57.14,96.71,1034.3,737.02,3.0
EVT-00538,2025-06-25,Bengaluru,Driver,Partner,Control,Trip Completed,15.0,11.0,4.0,4.91,73.33,93.28,2249.26,903.79,4.3
EVT-00406,2025-06-25,Hyderabad,Rider,Web,Pilot,Driver Online,31.0,20.0,11.0,13.63,64.52,73.44,4919.61,2049.47,3.2
EVT-00257,2025-06-25,Bengaluru,Driver,App,Pilot,Trip Completed,13.0,12.0,1.0,3.46,92.31,53.2,2583.17,2091.76,5.0
EVT-00284,2025-06-25,Mumbai,Driver,Partner,Pilot,Driver Online,33.0,10.0,23.0,11.31,30.3,58.45,1932.32,1531.33,3.5
EVT-00598,2025-06-26,Pune,Rider,Partner,Pilot,Driver Online,34.0,9.0,25.0,5.76,26.47,86.57,3472.78,2573.21,3.0
EVT-00036,2025-06-26,Bengaluru,Driver,Web,Pilot,Trip Cancelled,23.0,4.0,19.0,5.44,17.39,77.83,1326.28,622.18,3.4
EVT-00524,2025-06-26,Hyderabad,Rider,Partner,Control,Trip Completed,18.0,15.0,3.0,17.99,83.33,48.32,2552.37,1739.26,4.9
EVT-00100,2025-06-26,Delhi,Rider,Web,Pilot,Trip Completed,18.0,16.0,2.0,4.04,88.89,86.4,2500.96,1155.22,3.8
EVT-00551,2025-06-27,Bengaluru,Driver,App,Pilot,Trip Cancelled,27.0,19.0,8.0,13.56,70.37,39.83,5809.65,2723.45,3.7
EVT-00520,2025-06-27,Delhi,Driver,Web,Pilot,Trip Completed,29.0,21.0,8.0,4.34,72.41,62.15,5325.11,2238.12,3.6
EVT-00305,2025-06-27,Hyderabad,Rider,Web,Pilot,Rider Request,3.0,1.0,2.0,13.85,33.33,49.18,259.77,198.19,3.7
EVT-00249,2025-06-27,Bengaluru,Rider,Web,Pilot,Trip Completed,7.0,1.0,6.0,16.29,14.29,88.37,187.15,91.35,5.0
EVT-00090,2025-06-28,Chennai,Driver,Web,Pilot,Trip Completed,17.0,9.0,8.0,12.89,52.94,67.84,985.32,816.91,4.4
EVT-00062,2025-06-28,Chennai,Rider,Web,Control,Trip Cancelled,5.0,5.0,0.0,17.47,100.0,79.79,739.16,530.81,3.8
EVT-00392,2025-06-29,Kolkata,Rider,Web,Pilot,Trip Completed,18.0,11.0,7.0,13.91,61.11,92.05,4004.29,1795.7,3.6
EVT-00109,2025-06-29,Pune,Driver,Partner,Pilot,Driver Online,15.0,15.0,0.0,14.21,100.0,78.05,3474.1,1691.24,5.0
EVT-00342,2025-06-29,Kolkata,Driver,App,Pilot,Trip Completed,5.0,5.0,0.0,16.39,100.0,56.67,1646.1,1118.25,4.8
EVT-00436,2025-06-30,Kolkata,Driver,Partner,Control,Rider Request,14.0,13.0,1.0,8.85,92.86,72.31,4138.13,1850.31,3.6
EVT-00570,2025-06-30,Chennai,Driver,Web,Control,Trip Completed,24.0,1.0,23.0,6.64,4.17,84.32,230.5,136.6,4.4
EVT-00160,2025-06-30,Mumbai,Rider,App,Pilot,Trip Completed,11.0,4.0,7.0,15.43,36.36,41.18,984.01,418.23,3.3
